asin,afntotalquantity,subsource,sellerSku,AfnListingExists
"B073GC44K1","0","Amazon US","US-BIA-ROSE-CHAIN-020-200-500-FBA","0"
"B073G9QLKH","0","Amazon US","US-BIA-ROSE-CHAIN-020-200-700-FBA","0"
"B073V37ZPN","1","Amazon US","US-BIA-ROSE-CHAIN-022-150-180-FBA","0"
"B073V39GF8","0","Amazon US","US-BIA-ROSE-CHAIN-022-150-190-FBA","0"
"B073G8ZG9L","0","Amazon US","US-BIA-ROSE-CHAIN-024-140-450-FBA","0"
"B073G969SY","0","Amazon US","US-BIA-ROSE-CHAIN-024-140-500-FBA","0"
"B073GBYRL5","0","Amazon US","US-BIA-ROSE-CHAIN-024-140-600-FBA","0"
"B073V3LQMF","0","Amazon US","US-BIA-ROSE-CHAIN-031-230-180-FBA","1"
"B073V39W6Q","0","Amazon US","US-BIA-ROSE-CHAIN-031-230-190-FBA","1"
"B072NCX43X","0","Amazon US","US-BIA-ROSE-CHAIN-031-230-360-FBA","0"
"B072NBWJ6G","0","Amazon US","US-BIA-ROSE-CHAIN-031-230-450-FBA","0"
"B071GYZNP8","0","Amazon US","US-BIA-ROSE-CHAIN-031-230-500-FBA","0"
"B071KL1BNN","0","Amazon US","US-BIA-ROSE-CHAIN-031-230-600-FBA","0"
"B073V3CL2H","0","Amazon US","US-BIA-ROSE-CHAIN-041-220-180-FBA","1"
"B073V3Q7XP","0","Amazon US","US-BIA-ROSE-CHAIN-041-220-190-FBA","1"
"B0783PRGMM","0","Amazon US","US-BIA-ROSE-CHAIN-041-220-250-FBA","0"
"B073G944DQ","0","Amazon US","US-BIA-ROSE-CHAIN-041-220-450-AMA","0"
"B073G944DQ","0","Amazon US","US-BIA-ROSE-CHAIN-041-220-450-FBA","1"
"B073G8W1SH","0","Amazon US","US-BIA-ROSE-CHAIN-041-220-500-AMA","0"
"B073G8W1SH","0","Amazon US","US-BIA-ROSE-CHAIN-041-220-500-FBA","1"
"B073G7DKWC","0","Amazon US","US-BIA-ROSE-CHAIN-041-220-550-AMA","0"
"B073G969T6","0","Amazon US","US-BIA-ROSE-CHAIN-041-220-600-AMA","0"
"B073G969T6","0","Amazon US","US-BIA-ROSE-CHAIN-041-220-600-FBA","1"
"B077MBFSXN","0","Amazon US","US-BIA-ROSE-CHAIN-045-140-250-FBA","0"
"B077MLRTD5","0","Amazon US","US-BIA-ROSE-HOOP-HIN-010-FBA","0"
"B077MM67Y1","0","Amazon US","US-BIA-ROSE-HOOP-HIN-020-FBA","0"
"B077MGPHD9","0","Amazon US","US-BIA-ROSE-HOOP-HIN-045-FBA","1"
"B077MCZC4G","0","Amazon US","US-BIA-ROSE-HOOP-HIN-065-FBA","1"
"B07T56B5F7","0","Amazon US","US-BIA-RP-CHAIN-060-200-FBA","0"
"B00D94C3Y0","0","Amazon US","US-BIA-S925-CHAIN-001-030-450-AMA","0"
"B00D94C3Y0","0","Amazon US","US-BIA-S925-CHAIN-001-030-450-FBA","0"
"B00D94BYVS","0","Amazon US","US-BIA-S925-CHAIN-001-030-500-AMA","0"
"B00D94BYVS","0","Amazon US","US-BIA-S925-CHAIN-001-030-500-FBA","0"
"B00D94C2N2","0","Amazon US","US-BIA-S925-CHAIN-001-030-600-AMA","0"
"B00D94C2N2","0","Amazon US","US-BIA-S925-CHAIN-001-030-600-FBA","0"
"B00D9BPSX6","0","Amazon US","US-BIA-S925-CHAIN-001-035-360-FBA","0"
"B00D9BPYF8","0","Amazon US","US-BIA-S925-CHAIN-001-035-450-FBA","0"
"B00D9BQ0W4","0","Amazon US","US-BIA-S925-CHAIN-001-035-500-FBA","0"
"B00D9BQ9AW","0","Amazon US","US-BIA-S925-CHAIN-001-035-700-FBA","0"
"B072882QN5","0","Amazon US","US-BIA-S925-CHAIN-001-040-220-250-FBA","0"
"B00D9BQHAO","0","Amazon US","US-BIA-S925-CHAIN-001-040-450-FBA","0"
"B00D9BQK60","2","Amazon US","US-BIA-S925-CHAIN-001-040-500-FBA","0"
"B00D9BQPME","2","Amazon US","US-BIA-S925-CHAIN-001-040-700-FBA","0"
"B00D9BQUHE","0","Amazon US","US-BIA-S925-CHAIN-001-050-400-AMA","0"
"B00D9BQXA8","0","Amazon US","US-BIA-S925-CHAIN-001-050-450-AMA","0"
"B00D9BR456","0","Amazon US","US-BIA-S925-CHAIN-001-050-500-AMA","0"
"B00D9BRYYW","0","Amazon US","US-BIA-S925-CHAIN-001-050-600-AMA","0"
"B00D9BS23O","0","Amazon US","US-BIA-S925-CHAIN-001-050-700-AMA","0"
"B00D9BT23I","0","Amazon US","US-BIA-S925-CHAIN-001-060-500-FBA","1"
"B073D7GH98","0","Amazon US","US-BIA-S925-CHAIN-001-060-700-FBA","1"
"B00D9BTDCI","0","Amazon US","US-BIA-S925-CHAIN-001-075-400-AMA","0"
"B00D9BTFQC","0","Amazon US","US-BIA-S925-CHAIN-001-075-450-AMA","0"
"B00D9BTIAK","0","Amazon US","US-BIA-S925-CHAIN-001-075-500-AMA","0"
"B00D9BTM56","0","Amazon US","US-BIA-S925-CHAIN-001-075-550-AMA","0"
"B00D9BTP6M","0","Amazon US","US-BIA-S925-CHAIN-001-075-600-AMA","0"
"B00DKCXZLG","0","Amazon US","US-BIA-S925-CHAIN-002-105-500-AMA","0"
"B00DKCY11Y","0","Amazon US","US-BIA-S925-CHAIN-002-105-550-AMA","0"
"B00DKCYCP4","0","Amazon US","US-BIA-S925-CHAIN-002-120-600-AMA","0"
"B00DKCYEMU","0","Amazon US","US-BIA-S925-CHAIN-002-160-400-AMA","0"
"B00DKCYFWO","0","Amazon US","US-BIA-S925-CHAIN-002-160-450-AMA","0"
"B00DKCYIUS","0","Amazon US","US-BIA-S925-CHAIN-002-160-500-AMA","0"
"B00DKCYJUW","0","Amazon US","US-BIA-S925-CHAIN-002-160-550-AMA","0"
"B00DKCYL1Y","0","Amazon US","US-BIA-S925-CHAIN-002-160-600-AMA","0"
"B00DKCYWN6","1","Amazon US","US-BIA-S925-CHAIN-004-040-450-FBA","0"
"B00DKCYXQM","0","Amazon US","US-BIA-S925-CHAIN-004-040-500-FBA","0"
"B00DKCYZOW","0","Amazon US","US-BIA-S925-CHAIN-004-040-600-FBA","0"
"B01N7UGF1G","0","Amazon US","US-BIA-S925-CHAIN-005-060-180-FBA","0"
"B01MUCWVDN","0","Amazon US","US-BIA-S925-CHAIN-005-060-190-FBA","0"
"B01MYAH5VX","0","Amazon US","US-BIA-S925-CHAIN-005-060-200-FBA","0"
"B00DKCZ8GQ","0","Amazon US","US-BIA-S925-CHAIN-005-060-450-FBA","1"
"B01N24LCKI","0","Amazon US","US-BIA-S925-CHAIN-006-035-180-FBA","1"
"B01MUCWUT4","0","Amazon US","US-BIA-S925-CHAIN-006-035-190-FBA","1"
"B01MR89U2X","0","Amazon US","US-BIA-S925-CHAIN-006-035-200-FBA","1"
"B00DKCZE3I","1","Amazon US","US-BIA-S925-CHAIN-006-035-450-FBA","0"
"B00DKCZEQ0","5","Amazon US","US-BIA-S925-CHAIN-006-035-500-FBA","0"
"B00DKCZF96","0","Amazon US","US-BIA-S925-CHAIN-006-035-550-FBA","0"
"B00JCW2KC8","0","Amazon US","US-BIA-S925-CHAIN-007-040-360-FBA","0"
"B00DKCZH5I","0","Amazon US","US-BIA-S925-CHAIN-007-040-450-FBA","0"
"B00DKCZHX0","0","Amazon US","US-BIA-S925-CHAIN-007-040-500-FBA","0"
"B00JCW2MRG","0","Amazon US","US-BIA-S925-CHAIN-007-040-700-FBA","0"
"B00JCW2NES","0","Amazon US","US-BIA-S925-CHAIN-008-035-360-FBA","0"
"B00DKCZKQY","0","Amazon US","US-BIA-S925-CHAIN-008-035-450-FBA","0"
"B00DKCZLFE","1","Amazon US","US-BIA-S925-CHAIN-008-035-500-FBA","0"
"B00JCW2PM8","0","Amazon US","US-BIA-S925-CHAIN-008-035-700-FBA","0"
"B01NBWW1WR","0","Amazon US","US-BIA-S925-CHAIN-008-060-180-FBA","0"
"B01N366D90","0","Amazon US","US-BIA-S925-CHAIN-008-060-190-FBA","0"
"B01N5RK65Z","0","Amazon US","US-BIA-S925-CHAIN-008-060-200-FBA","0"
"B071F7MDJP","0","Amazon US","US-BIA-S925-CHAIN-008-060-220-250-AMA","0"
"B071F7MDJP","0","Amazon US","US-BIA-S925-CHAIN-008-060-220-250-FBA","1"
"B01N366CM3","0","Amazon US","US-BIA-S925-CHAIN-010-080-200-FBA","0"
"B00DKCZX0W","0","Amazon US","US-BIA-S925-CHAIN-011-050-450-AMA","0"
"B012EOLGES","0","Amazon US","US-BIA-S925-CHAIN-012-100-360-FBA","0"
"B012EOLJA4","0","Amazon US","US-BIA-S925-CHAIN-012-100-450-FBA","0"
"B012EOLKEO","0","Amazon US","US-BIA-S925-CHAIN-012-100-500-FBA","0"
"B012EOLN4Q","0","Amazon US","US-BIA-S925-CHAIN-012-100-600-FBA","0"
"B073D6H1YK","0","Amazon US","US-BIA-S925-CHAIN-012-200-450-FBA","0"
"B073D8F8RV","2","Amazon US","US-BIA-S925-CHAIN-012-200-650-FBA","0"
"B00DKD02Z2","0","Amazon US","US-BIA-S925-CHAIN-013-075-190-FBA","0"
"B00DKD03D8","0","Amazon US","US-BIA-S925-CHAIN-013-075-200-FBA","0"
"B073D7ZZVJ","0","Amazon US","US-BIA-S925-CHAIN-013-075-450-FBA","0"
"B073D6QSLB","6","Amazon US","US-BIA-S925-CHAIN-013-075-600-FBA","0"
"B00DKD04W8","0","Amazon US","US-BIA-S925-CHAIN-014-035-400-AMA","0"
"B00DKD05GI","0","Amazon US","US-BIA-S925-CHAIN-014-035-450-AMA","0"
"B00DKD05RM","0","Amazon US","US-BIA-S925-CHAIN-014-035-500-AMA","0"
"B00DKD06DU","0","Amazon US","US-BIA-S925-CHAIN-014-035-550-AMA","0"
"B00JCW1CDQ","0","Amazon US","US-BIA-S925-CHAIN-015-120-360-AMA","0"
"B00JCW1CDQ","7","Amazon US","US-BIA-S925-CHAIN-015-120-360-FBA","0"
"B00DKD0874","3","Amazon US","US-BIA-S925-CHAIN-015-120-450-FBA","0"
"B00DKD08U6","0","Amazon US","US-BIA-S925-CHAIN-015-120-500-FBA","0"
"B00JCW1GI2","0","Amazon US","US-BIA-S925-CHAIN-015-120-700-FBA","0"
"B01NBWIM7J","3","Amazon US","US-BIA-S925-CHAIN-015-120-900-FBA","0"
"B01N366DR8","0","Amazon US","US-BIA-S925-CHAIN-016-350-180-FBA","0"
"B01MYAH52W","0","Amazon US","US-BIA-S925-CHAIN-016-350-190-FBA","0"
"B01MUCWT7T","0","Amazon US","US-BIA-S925-CHAIN-016-350-200-FBA","0"
"B00DKD0AGI","0","Amazon US","US-BIA-S925-CHAIN-016-350-450-FBA","0"
"B00DKD0C66","0","Amazon US","US-BIA-S925-CHAIN-016-350-550-FBA","0"
"B00DKD0GGC","0","Amazon US","US-BIA-S925-CHAIN-018-120-450-FBA","1"
"B01N9TYXR7","0","Amazon US","US-BIA-S925-CHAIN-018-120-700-FBA","1"
"B01MYAH6T3","1","Amazon US","US-BIA-S925-CHAIN-019-110-180-FBA","0"
"B01N4Q9ZOM","1","Amazon US","US-BIA-S925-CHAIN-019-110-190-FBA","0"
"B01MZC1QYT","0","Amazon US","US-BIA-S925-CHAIN-019-110-200-FBA","0"
"B0719HGZ9V","0","Amazon US","US-BIA-S925-CHAIN-019-110-220-250-FBA","0"
"B00DKD0L5S","0","Amazon US","US-BIA-S925-CHAIN-019-110-450-FBA","0"
"B00DKD0LXK","0","Amazon US","US-BIA-S925-CHAIN-019-110-500-FBA","0"
"B00DKD0NJ2","0","Amazon US","US-BIA-S925-CHAIN-019-110-600-FBA","0"
"B00JCW1X12","1","Amazon US","US-BIA-S925-CHAIN-020-200-180-FBA","0"
"B00JCW1XMQ","0","Amazon US","US-BIA-S925-CHAIN-020-200-190-FBA","0"
"B00DKD0OZU","2","Amazon US","US-BIA-S925-CHAIN-020-200-450-FBA","0"
"B00DKD0PHC","0","Amazon US","US-BIA-S925-CHAIN-020-200-500-FBA","0"
"B00DKD0R5W","0","Amazon US","US-BIA-S925-CHAIN-020-200-600-AMA","0"
"B073D6W5P5","2","Amazon US","US-BIA-S925-CHAIN-020-200-700-FBA","0"
"B07VCKSBXQ","0","Amazon US","US-BIA-S925-CHAIN-020-300-500-FBA","1"
"B07VBFBKXM","0","Amazon US","US-BIA-S925-CHAIN-020-300-700-FBA","1"
"B00DKCY7NQ","0","Amazon US","US-BIA-S925-CHAIN-021-080-200-FBA","1"
"B0719HGPZW","0","Amazon US","US-BIA-S925-CHAIN-021-080-220-250-FBA","0"
"B00DKCY150","0","Amazon US","US-BIA-S925-CHAIN-021-080-600-AMA","0"
"B00JCW27OE","1","Amazon US","US-BIA-S925-CHAIN-022-150-180-FBA","0"
"B00JCW2820","0","Amazon US","US-BIA-S925-CHAIN-022-150-190-FBA","0"
"B00DKCYB8C","1","Amazon US","US-BIA-S925-CHAIN-022-150-450-FBA","0"
"B00DKCYBSW","0","Amazon US","US-BIA-S925-CHAIN-022-150-500-FBA","0"
"B00DKCYE8O","0","Amazon US","US-BIA-S925-CHAIN-022-150-600-FBA","0"
"B012EOJ9OW","1","Amazon US","US-BIA-S925-CHAIN-024-140-450-FBA","0"
"B012EOJB36","0","Amazon US","US-BIA-S925-CHAIN-024-140-500-FBA","0"
"B012EOJDUC","1","Amazon US","US-BIA-S925-CHAIN-024-140-600-FBA","0"
"B01N5RK86I","0","Amazon US","US-BIA-S925-CHAIN-024-190-180-FBA","0"
"B01MYAH61G","0","Amazon US","US-BIA-S925-CHAIN-024-190-190-FBA","0"
"B01NAVHGB2","1","Amazon US","US-BIA-S925-CHAIN-024-190-200-FBA","0"
"B0711QLJ8T","0","Amazon US","US-BIA-S925-CHAIN-024-190-220-250-FBA","1"
"B073D5G917","1","Amazon US","US-BIA-S925-CHAIN-024-190-450-FBA","0"
"B073D5W5TK","1","Amazon US","US-BIA-S925-CHAIN-024-190-650-FBA","0"
"B00DKCYW4U","1","Amazon US","US-BIA-S925-CHAIN-025-170-450-FBA","0"
"B00DKCYX2Q","0","Amazon US","US-BIA-S925-CHAIN-025-170-500-FBA","0"
"B00DKCYZMO","0","Amazon US","US-BIA-S925-CHAIN-025-170-600-FBA","0"
"B01N5RK75S","0","Amazon US","US-BIA-S925-CHAIN-026-220-180-FBA","1"
"B01MUCWVT3","0","Amazon US","US-BIA-S925-CHAIN-026-220-190-FBA","1"
"B01MS9OG5S","0","Amazon US","US-BIA-S925-CHAIN-026-220-200-FBA","1"
"B00DKCZ3C0","0","Amazon US","US-BIA-S925-CHAIN-026-220-450-AMA","0"
"B00DKCZ3C0","0","Amazon US","US-BIA-S925-CHAIN-026-220-450-FBA","1"
"B00DKCZ4B0","0","Amazon US","US-BIA-S925-CHAIN-026-220-500-AMA","0"
"B00DKCZ4B0","0","Amazon US","US-BIA-S925-CHAIN-026-220-500-FBA","1"
"B00DKCZ6JU","0","Amazon US","US-BIA-S925-CHAIN-026-220-600-FBA","1"
"B00DKCZ8U2","0","Amazon US","US-BIA-S925-CHAIN-027-260-400-AMA","0"
"B00DKCZ9P6","0","Amazon US","US-BIA-S925-CHAIN-027-260-450-AMA","0"
"B00DKCZADM","0","Amazon US","US-BIA-S925-CHAIN-027-260-500-AMA","0"
"B00DKCZBFY","0","Amazon US","US-BIA-S925-CHAIN-027-260-550-AMA","0"
"B00DKCZCJO","0","Amazon US","US-BIA-S925-CHAIN-027-260-600-AMA","0"
"B00DKCZEX8","0","Amazon US","US-BIA-S925-CHAIN-028-240-400-AMA","0"
"B00DKCZFKU","0","Amazon US","US-BIA-S925-CHAIN-028-240-500-AMA","0"
"B00DKCZIS4","1","Amazon US","US-BIA-S925-CHAIN-029-500-190-FBA","0"
"B00DKCZH5S","0","Amazon US","US-BIA-S925-CHAIN-029-500-450-FBA","0"
"B0164MQB3C","1","Amazon US","US-BIA-S925-CHAIN-029-500-COL-190-FBA","0"
"B0164MQCAY","0","Amazon US","US-BIA-S925-CHAIN-029-500-COL-450-FBA","0"
"B00JCW2U2I","0","Amazon US","US-BIA-S925-CHAIN-031-230-180-FBA","0"
"B00JCW2UO6","0","Amazon US","US-BIA-S925-CHAIN-031-230-190-FBA","0"
"B00JCW2VBI","0","Amazon US","US-BIA-S925-CHAIN-031-230-200-FBA","0"
"B072VPJQ62","0","Amazon US","US-BIA-S925-CHAIN-031-230-360-FBA","0"
"B00DKCZKCS","0","Amazon US","US-BIA-S925-CHAIN-031-230-400-AMA","0"
"B00DKCZKSC","0","Amazon US","US-BIA-S925-CHAIN-031-230-450-FBA","0"
"B00DKCZLPY","0","Amazon US","US-BIA-S925-CHAIN-031-230-500-FBA","0"
"B00DKCZMFI","1","Amazon US","US-BIA-S925-CHAIN-031-230-600-FBA","0"
"B01MUCWZO1","0","Amazon US","US-BIA-S925-CHAIN-032-170-180-AMA","0"
"B01N4Q9OSX","0","Amazon US","US-BIA-S925-CHAIN-032-170-190-AMA","0"
"B01N4Q9OSX","0","Amazon US","US-BIA-S925-CHAIN-032-170-190-FBA","1"
"B01N366BT5","0","Amazon US","US-BIA-S925-CHAIN-032-170-200-AMA","0"
"B01N366BT5","0","Amazon US","US-BIA-S925-CHAIN-032-170-200-FBA","1"
"B00DKCZTEC","0","Amazon US","US-BIA-S925-CHAIN-034-070-550-AMA","0"
"B00DKCZU0U","0","Amazon US","US-BIA-S925-CHAIN-034-070-600-AMA","0"
"B00DKCZVFE","0","Amazon US","US-BIA-S925-CHAIN-035-050-450-AMA","0"
"B00DKCZW5S","0","Amazon US","US-BIA-S925-CHAIN-035-050-500-AMA","0"
"B00DKCZWVM","0","Amazon US","US-BIA-S925-CHAIN-035-050-550-AMA","0"
"B01NBWM4C5","0","Amazon US","US-BIA-S925-CHAIN-036-140-180-FBA","1"
"B01MZC1R4W","0","Amazon US","US-BIA-S925-CHAIN-036-140-190-FBA","0"
"B01N24LA3B","0","Amazon US","US-BIA-S925-CHAIN-036-140-200-FBA","1"
"B072333FB6","0","Amazon US","US-BIA-S925-CHAIN-036-140-220-250-FBA","0"
"B00DKCZY9W","0","Amazon US","US-BIA-S925-CHAIN-036-140-450-AMA","0"
"B00DKCZYVK","0","Amazon US","US-BIA-S925-CHAIN-036-140-500-AMA","0"
"B00DKCZZF0","0","Amazon US","US-BIA-S925-CHAIN-036-140-550-AMA","0"
"B012HM7F9C","0","Amazon US","US-BIA-S925-CHAIN-037-125-450-FBA","1"
"B0164MQF42","0","Amazon US","US-BIA-S925-CHAIN-038-140-450-AMA","0"
"B0164MQF42","0","Amazon US","US-BIA-S925-CHAIN-038-140-450-FBA","1"
"B0164MQCKY","0","Amazon US","US-BIA-S925-CHAIN-041-220-180-FBA","0"
"B0164MQDCQ","1","Amazon US","US-BIA-S925-CHAIN-041-220-190-FBA","0"
"B0164MQE3O","1","Amazon US","US-BIA-S925-CHAIN-041-220-200-FBA","0"
"B0725N75R7","0","Amazon US","US-BIA-S925-CHAIN-041-220-220-250-FBA","0"
"B0164MQFDI","1","Amazon US","US-BIA-S925-CHAIN-041-220-450-FBA","0"
"B0164MQG1Y","0","Amazon US","US-BIA-S925-CHAIN-041-220-500-FBA","0"
"B0164MQHLI","0","Amazon US","US-BIA-S925-CHAIN-041-220-600-FBA","0"
"B0164MQJM0","0","Amazon US","US-BIA-S925-CHAIN-042-110-450-FBA","1"
"B01IBQX6IM","0","Amazon US","US-BIA-S925-CHAIN-043-200-180-FBA","0"
"B01IBQX7GS","0","Amazon US","US-BIA-S925-CHAIN-043-200-190-FBA","0"
"B01IBQX9EI","0","Amazon US","US-BIA-S925-CHAIN-043-200-450-FBA","0"
"B01IBQXBDC","0","Amazon US","US-BIA-S925-CHAIN-043-200-550-FBA","0"
"B071NZRQ6D","0","Amazon US","US-BIA-S925-CHAIN-044-630-220-250-FBA","0"
"B01IBQX71S","0","Amazon US","US-BIA-S925-CHAIN-044-630-450-AMA","0"
"B01IBQX82G","0","Amazon US","US-BIA-S925-CHAIN-044-630-500-AMA","0"
"B01IBQX8VM","0","Amazon US","US-BIA-S925-CHAIN-044-630-550-AMA","0"
"B01N4Q9ZOP","1","Amazon US","US-BIA-S925-CHAIN-045-140-180-FBA","0"
"B01N5RK8OL","0","Amazon US","US-BIA-S925-CHAIN-045-140-190-FBA","0"
"B0725N7KSD","2","Amazon US","US-BIA-S925-CHAIN-045-140-220-250-FBA","0"
"B01MR89UP7","0","Amazon US","US-BIA-S925-CHAIN-046-170-180-FBA","1"
"B01N136KGJ","0","Amazon US","US-BIA-S925-CHAIN-046-170-190-FBA","1"
"B01NBW8XS8","0","Amazon US","US-BIA-S925-CHAIN-046-170-200-FBA","1"
"B0714B6NBJ","0","Amazon US","US-BIA-S925-CHAIN-046-170-220-250-FBA","0"
"B01NCXRQA5","0","Amazon US","US-BIA-S925-CHAIN-046-170-550-AMA","0"
"B01NBWIUBM","0","Amazon US","US-BIA-S925-CHAIN-048-050-180-FBA","1"
"B01N6T7315","0","Amazon US","US-BIA-S925-CHAIN-048-050-190-FBA","1"
"B01MYAH3VM","0","Amazon US","US-BIA-S925-CHAIN-048-050-200-FBA","1"
"B01N5RK8CX","0","Amazon US","US-BIA-S925-CHAIN-048-050-400-AMA","0"
"B01N9TYY14","0","Amazon US","US-BIA-S925-CHAIN-048-050-450-AMA","0"
"B01N366EIT","0","Amazon US","US-BIA-S925-CHAIN-048-050-500-AMA","0"
"B01N5RKA8M","0","Amazon US","US-BIA-S925-CHAIN-048-050-550-AMA","0"
"B01N4NY3NH","0","Amazon US","US-BIA-S925-CHAIN-049-020-450-FBA","0"
"B01N33SV5Y","0","Amazon US","US-BIA-S925-CHAIN-049-020-500-FBA","0"
"B01MT8ZDNA","1","Amazon US","US-BIA-S925-CHAIN-049-020-700-FBA","0"
"B01N21GKB0","0","Amazon US","US-BIA-S925-CHAIN-050-190-190-FBA","1"
"B01NAU1MJ3","0","Amazon US","US-BIA-S925-CHAIN-051-250-450-FBA","0"
"B01N6RQT3T","0","Amazon US","US-BIA-S925-CHAIN-051-250-500-FBA","0"
"B07W7SW486","0","Amazon US","US-TIE-S925-BRA-028-FBA","1"
"B07GFL4PWW","0","Amazon US","US-TIE-S925-BRA-ELA-001-FBA","0"
"B07T31BN76","0","Amazon US","US-TIE-S925-BRA-MEN-002-200-FBA","1"
"B07GGSXD7Q","0","Amazon US","US-TIE-S925-EAR-001-FBA","1"
"B07GGTTTLW","0","Amazon US","US-TIE-S925-EAR-002-FBA","1"
"B07GGS55YD","0","Amazon US","US-TIE-S925-EAR-003-FBA","1"
"B07GHBFF48","0","Amazon US","US-TIE-S925-EAR-004-FBA","1"
"B07GGXY9XY","0","Amazon US","US-TIE-S925-EAR-005-FBA","1"
"B07GGVVJ6G","0","Amazon US","US-TIE-S925-EAR-006-FBA","1"
"B07GH2FNTH","0","Amazon US","US-TIE-S925-EAR-007-FBA","1"
"B07GGWLVW8","1","Amazon US","US-TIE-S925-EAR-008-FBA","0"
"B07GGWVC95","0","Amazon US","US-TIE-S925-EAR-009-FBA","1"
"B07GGW9S79","0","Amazon US","US-TIE-S925-EAR-010-FBA","1"
"B07GGV9BZL","0","Amazon US","US-TIE-S925-EAR-011-FBA","1"
"B07GGSN34R","0","Amazon US","US-TIE-S925-EAR-012-FBA","1"
"B07GGS5QNP","0","Amazon US","US-TIE-S925-EAR-013-FBA","1"
"B00DKCZEQ0","0","Amazon UK","BIA-S925-CHAIN-006-035-500-AMA","0"
"B07T569WFS","9","Amazon UK","EU- GS-S925-BRA-MEN-001-205-FBA","0"
"B07RMGSK1W","2","Amazon UK","EU-BIA-BRP-CHAIN-059-050-500-FBA","0"
"B07RLF2MFR","8","Amazon UK","EU-BIA-BRP-CHAIN-059-050-700-FBA","0"
"B07RK8BTHX","0","Amazon UK","EU-BIA-BRP-CHAIN-060-150-500-FBA","0"
"B07RP1KJFG","5","Amazon UK","EU-BIA-BRP-CHAIN-060-150-650-FBA","0"
"B07T69R46V","12","Amazon UK","EU-BIA-BRP-CHAIN-060-200-FBA","0"
"B00NG1HUX0","10","Amazon UK","EU-BIA-GP-CHAIN-001-035-360-FBA","0"
"B00NG1HX9Q","16","Amazon UK","EU-BIA-GP-CHAIN-001-035-450-FBA","0"
"B00NG1HXZ0","0","Amazon UK","EU-BIA-GP-CHAIN-001-035-500-AMA","0"
"B00NG1HXZ0","30","Amazon UK","EU-BIA-GP-CHAIN-001-035-500-FBA","0"
"B00NG1I1NI","58","Amazon UK","EU-BIA-GP-CHAIN-001-035-700-FBA","0"
"B077MQ71G6","13","Amazon UK","EU-BIA-GP-CHAIN-001-040-250-AMA","0"
"B077MQ71G6","16","Amazon UK","EU-BIA-GP-CHAIN-001-040-250-FBA","0"
"B073GCMSDH","0","Amazon UK","EU-BIA-GP-CHAIN-001-060-500-AMA","0"
"B073GCMSDH","0","Amazon UK","EU-BIA-GP-CHAIN-001-060-500-FBA","0"
"B073G6KJ5M","0","Amazon UK","EU-BIA-GP-CHAIN-001-060-700-AMA","0"
"B073G6KJ5M","0","Amazon UK","EU-BIA-GP-CHAIN-001-060-700-FBA","0"
"B073G8S5JT","34","Amazon UK","EU-BIA-GP-CHAIN-004-040-450-AMA","0"
"B073G8S5JT","5","Amazon UK","EU-BIA-GP-CHAIN-004-040-450-FBA","0"
"B073G9X78M","14","Amazon UK","EU-BIA-GP-CHAIN-004-040-500-AMA","0"
"B073G9X78M","46","Amazon UK","EU-BIA-GP-CHAIN-004-040-500-FBA","0"
"B073GB6WNZ","10","Amazon UK","EU-BIA-GP-CHAIN-004-040-600-AMA","0"
"B073GB6WNZ","47","Amazon UK","EU-BIA-GP-CHAIN-004-040-600-FBA","0"
"B012HM885M","7","Amazon UK","EU-BIA-GP-CHAIN-007-040-360-FBA","0"
"B012HM8GT0","5","Amazon UK","EU-BIA-GP-CHAIN-007-040-450-FBA","0"
"B012HM8JBA","0","Amazon UK","EU-BIA-GP-CHAIN-007-040-500-AMA","0"
"B012HM8JBA","11","Amazon UK","EU-BIA-GP-CHAIN-007-040-500-FBA","0"
"B012HM8RS0","2","Amazon UK","EU-BIA-GP-CHAIN-007-040-700-FBA","0"
"B012HM8VWC","5","Amazon UK","EU-BIA-GP-CHAIN-008-030-360-FBA","0"
"B012HM918U","0","Amazon UK","EU-BIA-GP-CHAIN-008-030-450-FBA","0"
"B012HM95PO","0","Amazon UK","EU-BIA-GP-CHAIN-008-030-500-AMA","0"
"B012HM95PO","0","Amazon UK","EU-BIA-GP-CHAIN-008-030-500-FBA","0"
"B012HM9DJ2","8","Amazon UK","EU-BIA-GP-CHAIN-008-030-700-FBA","0"
"B0783QLT88","0","Amazon UK","EU-BIA-GP-CHAIN-008-060-250-AMA","0"
"B0783QLT88","0","Amazon UK","EU-BIA-GP-CHAIN-008-060-250-FBA","0"
"B073GC2TVG","0","Amazon UK","EU-BIA-GP-CHAIN-009-140-450-AMA","0"
"B073GC2TVG","0","Amazon UK","EU-BIA-GP-CHAIN-009-140-450-FBA","0"
"B012HM9HTI","5","Amazon UK","EU-BIA-GP-CHAIN-012-100-360-FBA","0"
"B012HM9MVQ","10","Amazon UK","EU-BIA-GP-CHAIN-012-100-450-FBA","0"
"B012HM9PMW","75","Amazon UK","EU-BIA-GP-CHAIN-012-100-500-FBA","0"
"B012HM9VVC","1","Amazon UK","EU-BIA-GP-CHAIN-012-100-600-FBA","0"
"B073V2KYM1","0","Amazon UK","EU-BIA-GP-CHAIN-013-075-190-AMA","0"
"B073V2KYM1","0","Amazon UK","EU-BIA-GP-CHAIN-013-075-190-FBA","0"
"B073V3D571","0","Amazon UK","EU-BIA-GP-CHAIN-013-075-200-AMA","0"
