asin,afntotalquantity,subsource,sellerSku,AfnListingExists
"B0848CNWK7","5","Amazon MX","CA-S925-BLA-NEC-CHA-002-015-450-FBA","0"
"B0848MX3S6","5","Amazon MX","CA-S925-BLA-NEC-CHA-002-015-500-FBA","0"
"B0848QJ5D9","7","Amazon MX","CA-S925-BLA-NEC-CHA-002-015-600-FBA","0"
"B0848HKWN9","9","Amazon MX","CA-S925-BLA-NEC-CHA-004-013-450-FBA","0"
"B0848TSCTS","6","Amazon MX","CA-S925-BLA-NEC-CHA-004-013-500-FBA","0"
"B0848QBDS5","9","Amazon MX","CA-S925-BLA-NEC-CHA-004-013-700-FBA","0"
"B0848VQQLN","12","Amazon MX","CA-S925-BLA-NEC-CHA-006-010-450-FBA","0"
"B0848FDK7Q","6","Amazon MX","CA-S925-BLA-NEC-CHA-006-010-500-FBA","0"
"B0848QH3TQ","6","Amazon MX","CA-S925-BLA-NEC-CHA-006-010-600-FBA","0"
"B0848LC4L5","8","Amazon MX","CA-S925-BLA-NEC-CHA-007-012-450-FBA","0"
"B0848RZ8LJ","3","Amazon MX","CA-S925-BLA-NEC-CHA-007-012-500-FBA","0"
"B0848SVW8Y","9","Amazon MX","CA-S925-BLA-NEC-CHA-007-012-700-FBA","0"
"B0848DGCL7","0","Amazon MX","US-S925-BLA-NEC-CHA-001-013-400-FBA","0"
"B0848W58XR","0","Amazon MX","US-S925-BLA-NEC-CHA-001-013-450-FBA","0"
"B0848XD3PT","0","Amazon MX","US-S925-BLA-NEC-CHA-001-013-500-FBA","0"
"B0848PBC87","0","Amazon MX","US-S925-BLA-NEC-CHA-001-013-700-FBA","0"
"B0848CNWK7","0","Amazon MX","US-S925-BLA-NEC-CHA-002-015-450-FBA","0"
"B0848MX3S6","0","Amazon MX","US-S925-BLA-NEC-CHA-002-015-500-FBA","0"
"B0848QJ5D9","0","Amazon MX","US-S925-BLA-NEC-CHA-002-015-600-FBA","0"
"B0848HKWN9","0","Amazon MX","US-S925-BLA-NEC-CHA-004-013-450-FBA","0"
"B0848TSCTS","0","Amazon MX","US-S925-BLA-NEC-CHA-004-013-500-FBA","0"
"B0848QBDS5","0","Amazon MX","US-S925-BLA-NEC-CHA-004-013-700-FBA","0"
"B0848VQQLN","0","Amazon MX","US-S925-BLA-NEC-CHA-006-010-450-FBA","0"
"B0848FDK7Q","0","Amazon MX","US-S925-BLA-NEC-CHA-006-010-500-FBA","0"
"B0848DGCL7","18","Amazon UK","EU-S925-BLA-NEC-CHA-001-013-400-FBA","0"
"B0848W58XR","14","Amazon UK","EU-S925-BLA-NEC-CHA-001-013-450-FBA","0"
"B0848XD3PT","16","Amazon UK","EU-S925-BLA-NEC-CHA-001-013-500-FBA","0"
"B0848PBC87","75","Amazon UK","EU-S925-BLA-NEC-CHA-001-013-700-FBA","0"
"B0848CNWK7","7","Amazon UK","EU-S925-BLA-NEC-CHA-002-015-450-FBA","0"
"B0848MX3S6","5","Amazon UK","EU-S925-BLA-NEC-CHA-002-015-500-FBA","0"
"B0848QJ5D9","6","Amazon UK","EU-S925-BLA-NEC-CHA-002-015-600-FBA","0"
"B0848HKWN9","5","Amazon UK","EU-S925-BLA-NEC-CHA-004-013-450-FBA","0"
"B0848TSCTS","8","Amazon UK","EU-S925-BLA-NEC-CHA-004-013-500-FBA","0"
"B0848QBDS5","5","Amazon UK","EU-S925-BLA-NEC-CHA-004-013-700-FBA","0"
"B0848VQQLN","8","Amazon UK","EU-S925-BLA-NEC-CHA-006-010-450-FBA","0"
"B0848FDK7Q","10","Amazon UK","EU-S925-BLA-NEC-CHA-006-010-500-FBA","0"
"B0848QH3TQ","12","Amazon UK","EU-S925-BLA-NEC-CHA-006-010-600-FBA","0"
"B0848LC4L5","7","Amazon UK","EU-S925-BLA-NEC-CHA-007-012-450-FBA","0"
"B0848RZ8LJ","5","Amazon UK","EU-S925-BLA-NEC-CHA-007-012-500-FBA","0"
"B0848SVW8Y","6","Amazon UK","EU-S925-BLA-NEC-CHA-007-012-700-FBA","0"
"B0848DGCL7","0","Amazon AU","AU-S925-BLA-NEC-CHA-001-013-400-FBA","0"
"B0848W58XR","0","Amazon AU","AU-S925-BLA-NEC-CHA-001-013-450-FBA","1"
"B0848XD3PT","0","Amazon AU","AU-S925-BLA-NEC-CHA-001-013-500-FBA","1"
"B0848PBC87","0","Amazon AU","AU-S925-BLA-NEC-CHA-001-013-700-FBA","1"
"B0848CNWK7","3","Amazon AU","AU-S925-BLA-NEC-CHA-002-015-450-FBA","0"
"B0848MX3S6","4","Amazon AU","AU-S925-BLA-NEC-CHA-002-015-500-FBA","0"
"B0848QJ5D9","0","Amazon AU","AU-S925-BLA-NEC-CHA-002-015-600-FBA","0"
"B0848HKWN9","0","Amazon AU","AU-S925-BLA-NEC-CHA-004-013-450-FBA","1"
"B0848TSCTS","0","Amazon AU","AU-S925-BLA-NEC-CHA-004-013-500-FBA","1"
"B0848QBDS5","0","Amazon AU","AU-S925-BLA-NEC-CHA-004-013-700-FBA","1"
"B0848VQQLN","0","Amazon AU","AU-S925-BLA-NEC-CHA-006-010-450-FBA","1"
"B0848FDK7Q","0","Amazon AU","AU-S925-BLA-NEC-CHA-006-010-500-FBA","1"
"B0848QH3TQ","0","Amazon AU","AU-S925-BLA-NEC-CHA-006-010-600-FBA","1"
"B0848LC4L5","2","Amazon AU","AU-S925-BLA-NEC-CHA-007-012-450-FBA","0"
"B0848RZ8LJ","0","Amazon AU","AU-S925-BLA-NEC-CHA-007-012-500-FBA","1"
"B0848SVW8Y","0","Amazon AU","AU-S925-BLA-NEC-CHA-007-012-700-FBA","1"
"B00D9BPYF8","0","Amazon UK","EU-BIA-S925-CHAIN-001-035-450-AMA","0"
"B01N6T1PJ5","0","Amazon UK","EU-BIA-S925-CHAIN-052-040-550-AMA","0"
"B01N6T1PJ5","0","Amazon UK","EU-BIA-S925-CHAIN-052-040-550-FBA","0"
"B00DKD0MKW","0","Amazon UK","EU-BIA-S925-CHAIN-019-110-550-AMA","1"
"B0848DGCL7","0","Amazon AE","AE-S925-BLA-NEC-CHA-001-013-400-FBA","1"
"B0848W58XR","0","Amazon AE","AE-S925-BLA-NEC-CHA-001-013-450-FBA","1"
"B0848PBC87","0","Amazon AE","AE-S925-BLA-NEC-CHA-001-013-700-FBA","1"
"B0848CNWK7","0","Amazon AE","AE-S925-BLA-NEC-CHA-002-015-450-FBA","1"
"B0848MX3S6","0","Amazon AE","AE-S925-BLA-NEC-CHA-002-015-500-FBA","1"
"B0848QJ5D9","0","Amazon AE","AE-S925-BLA-NEC-CHA-002-015-600-FBA","1"
"B0848HKWN9","0","Amazon AE","AE-S925-BLA-NEC-CHA-004-013-450-FBA","1"
"B0848QBDS5","0","Amazon AE","AE-S925-BLA-NEC-CHA-004-013-700-FBA","1"
"B0848VQQLN","0","Amazon AE","AE-S925-BLA-NEC-CHA-006-010-450-FBA","1"
"B0848FDK7Q","0","Amazon AE","AE-S925-BLA-NEC-CHA-006-010-500-FBA","1"
"B0848LC4L5","0","Amazon AE","AE-S925-BLA-NEC-CHA-007-012-450-FBA","1"
"B0848XD3PT","0","Amazon AE","AE-S925-BLA-NEC-CHA-001-013-500-FBA","1"
"B0848TSCTS","0","Amazon AE","AE-S925-BLA-NEC-CHA-004-013-500-FBA","1"
"B0848RZ8LJ","0","Amazon AE","AE-S925-BLA-NEC-CHA-007-012-500-FBA","1"
"B0848SVW8Y","0","Amazon AE","AE-S925-BLA-NEC-CHA-007-012-700-FBA","1"
"B0848QH3TQ","0","Amazon AE","AE-S925-BLA-NEC-CHA-006-010-600-FBA","1"
"B00DKCZLPY","0","Amazon UK","EU-BIA-S925-CHAIN-031-230-500-AMA","0"
"B084SV527B","0","Amazon MX","US-S925-WHI-PEN-TREE-001-FBA","0"
"B084SX25L1","0","Amazon MX","US-S925-WHI-PEN-TREE-002-FBA","0"
"B084SY1V7J","0","Amazon MX","US-S925-WHI-PEN-TREE-003-FBA","0"
"B084SSWKL4","0","Amazon MX","US-S925-WHI-PEN-TREE-006-FBA","0"
"B084SW9YWK","0","Amazon MX","US-S925-YEL-PEN-TREE-004-FBA","0"
"B084SX21MQ","0","Amazon MX","US-S925-ROS-PEN-TREE-005-FBA","0"
"B084SV527B","9","Amazon US","CA-S925-WHI-PEN-TREE-001-FBA","0"
"B084SX25L1","9","Amazon US","CA-S925-WHI-PEN-TREE-002-FBA","0"
"B084SY1V7J","7","Amazon US","CA-S925-WHI-PEN-TREE-003-FBA","0"
"B084SSWKL4","19","Amazon US","CA-S925-WHI-PEN-TREE-006-FBA","0"
"B084SW9YWK","5","Amazon US","CA-S925-YEL-PEN-TREE-004-FBA","0"
"B084SX21MQ","8","Amazon US","CA-S925-ROS-PEN-TREE-005-FBA","0"
"B084SX21MQ","0","Amazon US","US-S925-ROS-PEN-TREE-005-FBA","0"
"B084SV527B","0","Amazon US","US-S925-WHI-PEN-TREE-001-FBA","0"
"B084SX25L1","0","Amazon US","US-S925-WHI-PEN-TREE-002-FBA","0"
"B084SY1V7J","0","Amazon US","US-S925-WHI-PEN-TREE-003-FBA","0"
"B084SSWKL4","0","Amazon US","US-S925-WHI-PEN-TREE-006-FBA","0"
"B084SW9YWK","0","Amazon US","US-S925-YEL-PEN-TREE-004-FBA","0"
"B084SV527B","0","Amazon CA","CA-S925-WHI-PEN-TREE-001-FBA","0"
"B084SX25L1","2","Amazon CA","CA-S925-WHI-PEN-TREE-002-FBA","0"
"B084SY1V7J","0","Amazon CA","CA-S925-WHI-PEN-TREE-003-FBA","0"
"B084SSWKL4","3","Amazon CA","CA-S925-WHI-PEN-TREE-006-FBA","0"
"B084SW9YWK","4","Amazon CA","CA-S925-YEL-PEN-TREE-004-FBA","0"
"B084SX21MQ","0","Amazon CA","CA-S925-ROS-PEN-TREE-005-FBA","0"
"B084SV527B","5","Amazon CA","US-S925-WHI-PEN-TREE-001-FBA","0"
"B084SX25L1","5","Amazon CA","US-S925-WHI-PEN-TREE-002-FBA","0"
"B084SY1V7J","9","Amazon CA","US-S925-WHI-PEN-TREE-003-FBA","0"
"B084SSWKL4","6","Amazon CA","US-S925-WHI-PEN-TREE-006-FBA","0"
"B084SW9YWK","4","Amazon CA","US-S925-YEL-PEN-TREE-004-FBA","0"
"B084SX21MQ","14","Amazon CA","US-S925-ROS-PEN-TREE-005-FBA","0"
"B084SX21MQ","7","Amazon UK","EU-S925-ROS-PEN-TREE-005-FBA","0"
"B084SSWKL4","8","Amazon UK","EU-S925-WHI-PEN-TREE-006-FBA","0"
"B084SW9YWK","5","Amazon UK","EU-S925-YEL-PEN-TREE-004-FBA","0"
"B084SV527B","2","Amazon MX","CA-S925-WHI-PEN-TREE-001-FBA","0"
"B084SX25L1","9","Amazon MX","CA-S925-WHI-PEN-TREE-002-FBA","0"
"B084SY1V7J","7","Amazon MX","CA-S925-WHI-PEN-TREE-003-FBA","0"
"B084SSWKL4","9","Amazon MX","CA-S925-WHI-PEN-TREE-006-FBA","0"
"B084SW9YWK","5","Amazon MX","CA-S925-YEL-PEN-TREE-004-FBA","0"
"B084SX21MQ","8","Amazon MX","CA-S925-ROS-PEN-TREE-005-FBA","0"
"B084SV527B","0","Amazon AU","AU-S925-WHI-PEN-TREE-001-FBA","0"
"B084SX25L1","0","Amazon AU","AU-S925-WHI-PEN-TREE-002-FBA","0"
"B084SY1V7J","0","Amazon AU","AU-S925-WHI-PEN-TREE-003-FBA","1"
"B084SSWKL4","0","Amazon AU","AU-S925-WHI-PEN-TREE-006-FBA","1"
"B084SX21MQ","0","Amazon AU","AU-S925-ROS-PEN-TREE-005-FBA","1"
"B084SV527B","0","Amazon AE","AE-S925-WHI-PEN-TREE-001-FBA","1"
"B084SX25L1","0","Amazon AE","AE-S925-WHI-PEN-TREE-002-FBA","1"
"B084SSWKL4","0","Amazon AE","AE-S925-WHI-PEN-TREE-006-FBA","1"
"B084SW9YWK","0","Amazon AE","AE-S925-YEL-PEN-TREE-004-FBA","1"
"B084SX25L1","5","Amazon UK","EU-S925-WHI-PEN-TREE-002-FBA","0"
"B084SY1V7J","7","Amazon UK","EU-S925-WHI-PEN-TREE-003-FBA","0"
"B084SV527B","6","Amazon UK","EU-S925-WHI-PEN-TREE-001-FBA","0"
"B084SX21MQ","0","Amazon AE","AE-S925-ROS-PEN-TREE-005-FBA","1"
"B084SY1V7J","0","Amazon AE","AE-S925-WHI-PEN-TREE-003-FBA","1"
"B084SW9YWK","0","Amazon AU","AU-S925-YEL-PEN-TREE-004-FBA","0"
"B0854N4WRJ","6","Amazon CA","CA-S925-WHI-BRA-CHA-037-190-FBA","0"
"B0854N4TG7","3","Amazon CA","CA-S925-WHI-BRA-CHA-038-190-FBA","0"
"B0854P65F1","4","Amazon CA","CA-S925-WHI-BRA-CHA-039-200-FBA","0"
"B0854N624S","8","Amazon CA","CA-S925-WHI-BRA-CHA-040-200-FBA","0"
"B0854N4WRJ","8","Amazon CA","US-S925-WHI-BRA-CHA-037-190-FBA","0"
"B0854N4TG7","9","Amazon CA","US-S925-WHI-BRA-CHA-038-190-FBA","0"
"B0854P65F1","7","Amazon CA","US-S925-WHI-BRA-CHA-039-200-FBA","0"
"B0854N624S","8","Amazon CA","US-S925-WHI-BRA-CHA-040-200-FBA","0"
"B0854N4WRJ","0","Amazon AU","AU-S925-WHI-BRA-CHA-037-190-FBA","1"
"B0854N4TG7","0","Amazon AU","AU-S925-WHI-BRA-CHA-038-190-FBA","1"
"B0854P65F1","0","Amazon AU","AU-S925-WHI-BRA-CHA-039-200-FBA","0"
"B0854N624S","0","Amazon AU","AU-S925-WHI-BRA-CHA-040-200-FBA","0"
"B0854N4WRJ","0","Amazon AE","AE-S925-WHI-BRA-CHA-037-190-FBA","1"
"B0854P65F1","0","Amazon AE","AE-S925-WHI-BRA-CHA-039-200-FBA","1"
"B0854N624S","0","Amazon AE","AE-S925-WHI-BRA-CHA-040-200-FBA","1"
"B0854N4WRJ","15","Amazon UK","EU-S925-WHI-BRA-CHA-037-190-FBA","0"
"B0854N4TG7","7","Amazon UK","EU-S925-WHI-BRA-CHA-038-190-FBA","0"
"B0854P65F1","11","Amazon UK","EU-S925-WHI-BRA-CHA-039-200-FBA","0"
"B0854N624S","5","Amazon UK","EU-S925-WHI-BRA-CHA-040-200-FBA","0"
"B0854N4WRJ","0","Amazon MX","US-S925-WHI-BRA-CHA-037-190-FBA","0"
"B0854N4TG7","0","Amazon MX","US-S925-WHI-BRA-CHA-038-190-FBA","0"
"B0854P65F1","0","Amazon MX","US-S925-WHI-BRA-CHA-039-200-FBA","0"
"B0854N624S","0","Amazon MX","US-S925-WHI-BRA-CHA-040-200-FBA","0"
"B0854N4WRJ","8","Amazon MX","CA-S925-WHI-BRA-CHA-037-190-FBA","0"
"B0854N4TG7","5","Amazon MX","CA-S925-WHI-BRA-CHA-038-190-FBA","0"
"B0854P65F1","10","Amazon MX","CA-S925-WHI-BRA-CHA-039-200-FBA","0"
"B0854N624S","5","Amazon MX","CA-S925-WHI-BRA-CHA-040-200-FBA","0"
"B0854N4TG7","0","Amazon AE","AE-S925-WHI-BRA-CHA-038-190-FBA","1"
"B0854N4WRJ","18","Amazon US","CA-S925-WHI-BRA-CHA-037-190-FBA","0"
"B0854N4TG7","5","Amazon US","CA-S925-WHI-BRA-CHA-038-190-FBA","0"
"B0854P65F1","10","Amazon US","CA-S925-WHI-BRA-CHA-039-200-FBA","0"
"B0854N624S","5","Amazon US","CA-S925-WHI-BRA-CHA-040-200-FBA","0"
"B0854N4WRJ","0","Amazon US","US-S925-WHI-BRA-CHA-037-190-FBA","0"
"B0854N4TG7","0","Amazon US","US-S925-WHI-BRA-CHA-038-190-FBA","0"
"B0854P65F1","0","Amazon US","US-S925-WHI-BRA-CHA-039-200-FBA","0"
"B0854N624S","1","Amazon US","US-S925-WHI-BRA-CHA-040-200-FBA","0"
"B085F37RXH","18","Amazon US","CA-S925-WHI-NEC-PEN-005-FBA","0"
"B085F34DW7","5","Amazon US","CA-S925-WHI-NEC-PEN-006-FBA","0"
"B085F2X79R","9","Amazon US","CA-S925-WHI-NEC-PEN-007-FBA","0"
"B085F37RXH","0","Amazon US","US-S925-WHI-NEC-PEN-005-FBA","0"
"B085F34DW7","0","Amazon US","US-S925-WHI-NEC-PEN-006-FBA","0"
"B085F2X79R","0","Amazon US","US-S925-WHI-NEC-PEN-007-FBA","0"
"B085F37RXH","0","Amazon UK","EU-S925-WHI-NEC-PEN-005-FBA","0"
"B085F34DW7","5","Amazon UK","EU-S925-WHI-NEC-PEN-006-FBA","0"
"B085F2X79R","5","Amazon UK","EU-S925-WHI-NEC-PEN-007-FBA","0"
"B085F2X79R","0","Amazon AE","AE-S925-WHI-NEC-PEN-007-FBA","1"
"B085F37RXH","6","Amazon CA","US-S925-WHI-NEC-PEN-005-FBA","0"
"B085F34DW7","9","Amazon CA","US-S925-WHI-NEC-PEN-006-FBA","0"
"B085F2X79R","7","Amazon CA","US-S925-WHI-NEC-PEN-007-FBA","0"
"B085F37RXH","1","Amazon CA","CA-S925-WHI-NEC-PEN-005-FBA","0"
"B085F34DW7","3","Amazon CA","CA-S925-WHI-NEC-PEN-006-FBA","0"
"B085F2X79R","0","Amazon CA","CA-S925-WHI-NEC-PEN-007-FBA","0"
"B085F37RXH","8","Amazon MX","CA-S925-WHI-NEC-PEN-005-FBA","0"
"B085F34DW7","5","Amazon MX","CA-S925-WHI-NEC-PEN-006-FBA","0"
"B085F2X79R","9","Amazon MX","CA-S925-WHI-NEC-PEN-007-FBA","0"
"B085F37RXH","0","Amazon MX","US-S925-WHI-NEC-PEN-005-FBA","0"
"B085F34DW7","0","Amazon MX","US-S925-WHI-NEC-PEN-006-FBA","0"
"B085F2X79R","0","Amazon MX","US-S925-WHI-NEC-PEN-007-FBA","0"
"B085F37RXH","0","Amazon AU","AU-S925-WHI-NEC-PEN-005-FBA","1"
"B085F34DW7","0","Amazon AU","AU-S925-WHI-NEC-PEN-006-FBA","1"
"B085F2X79R","0","Amazon AU","AU-S925-WHI-NEC-PEN-007-FBA","1"
"B085F37RXH","0","Amazon AE","AE-S925-WHI-NEC-PEN-005-FBA","1"
"B085F34DW7","0","Amazon AE","AE-S925-WHI-NEC-PEN-006-FBA","0"
"B073GC1B4S","0","Amazon UK","EU-BIA-ROSE-CHAIN-020-200-400-AMA","0"
"B073GC1B4S","0","Amazon UK","EU-BIA-ROSE-CHAIN-020-200-400-FBA","0"
"B06Y5DVWH1","0","Amazon UK","EU-BIA-S925-CHAIN-055-230-450-AMA","0"
"B06Y5DVWH1","0","Amazon UK","EU-BIA-S925-CHAIN-055-230-450-FBA","0"
"B01MYAH52W","0","Amazon CA","CA-BIA-S925-CHAIN-016-350-190-AMA","0"
"B01MYAH52W","0","Amazon US","CA-BIA-S925-CHAIN-016-350-190-AMA","0"
"B085QL5Q9X","0","Amazon AE","AE-G9K-YEL-BRA-CHA-001-190-FBA","1"
"B085QKX58N","0","Amazon US","US-G9K-ROS-BRA-CHA-001-190-FBA","0"
"B085QKYDGJ","0","Amazon US","US-G9K-WHI-BRA-CHA-001-190-FBA","0"
"B085QL5Q9X","0","Amazon US","US-G9K-YEL-BRA-CHA-001-190-FBA","0"
"B085QKX58N","0","Amazon US","CA-G9K-ROS-BRA-CHA-001-190-FBA","0"
"B085QKYDGJ","0","Amazon US","CA-G9K-WHI-BRA-CHA-001-190-FBA","0"
"B085QL5Q9X","0","Amazon US","CA-G9K-YEL-BRA-CHA-001-190-FBA","0"
"B085QKX58N","0","Amazon AU","AU-G9K-ROS-BRA-CHA-001-190-FBA","0"
"B085QKYDGJ","2","Amazon AU","AU-G9K-WHI-BRA-CHA-001-190-FBA","0"
"B085QL5Q9X","0","Amazon AU","AU-G9K-YEL-BRA-CHA-001-190-FBA","1"
"B085QKX58N","3","Amazon CA","CA-G9K-ROS-BRA-CHA-001-190-FBA","0"
"B085QKYDGJ","6","Amazon CA","CA-G9K-WHI-BRA-CHA-001-190-FBA","0"
"B085QL5Q9X","9","Amazon CA","CA-G9K-YEL-BRA-CHA-001-190-FBA","0"
"B085QKX58N","9","Amazon CA","US-G9K-ROS-BRA-CHA-001-190-FBA","0"
"B085QKYDGJ","6","Amazon CA","US-G9K-WHI-BRA-CHA-001-190-FBA","0"
"B085QL5Q9X","4","Amazon CA","US-G9K-YEL-BRA-CHA-001-190-FBA","0"
"B085QKX58N","5","Amazon UK","EU-G9K-ROS-BRA-CHA-001-190-FBA","0"
"B085QKYDGJ","5","Amazon UK","EU-G9K-WHI-BRA-CHA-001-190-FBA","0"
"B085QL5Q9X","5","Amazon UK","EU-G9K-YEL-BRA-CHA-001-190-FBA","0"
"B085QKX58N","0","Amazon MX","CA-G9K-ROS-BRA-CHA-001-190-FBA","0"
"B085QKYDGJ","0","Amazon MX","CA-G9K-WHI-BRA-CHA-001-190-FBA","0"
"B085QL5Q9X","0","Amazon MX","CA-G9K-YEL-BRA-CHA-001-190-FBA","0"
"B085QKX58N","0","Amazon MX","US-G9K-ROS-BRA-CHA-001-190-FBA","0"
"B085QKYDGJ","0","Amazon MX","US-G9K-WHI-BRA-CHA-001-190-FBA","0"
"B085QL5Q9X","0","Amazon MX","US-G9K-YEL-BRA-CHA-001-190-FBA","0"
"B085QKX58N","0","Amazon AE","AE-G9K-ROS-BRA-CHA-001-190-FBA","1"
"B085QKYDGJ","0","Amazon AE","AE-G9K-WHI-BRA-CHA-001-190-FBA","1"
"B08618C612","2","Amazon US","CA-S925-WHI-BRA-BAN-006-600-FBA","0"
"B08618HGR4","5","Amazon US","CA-S925-ROS-BRA-BAN-006-600-FBA","0"
"B08618N9LX","5","Amazon US","CA-S925-YEL-BRA-BAN-006-600-FBA","0"
"B08618C612","0","Amazon US","US-S925-WHI-BRA-BAN-006-600-FBA","1"
"B08618N9LX","0","Amazon US","US-S925-YEL-BRA-BAN-006-600-FBA","1"
"B08618HGR4","0","Amazon US","US-S925-ROS-BRA-BAN-006-600-FBA","1"
"B08618C612","0","Amazon AE","AE-S925-WHI-BRA-BAN-006-600-FBA","1"
"B08618N9LX","0","Amazon AE","AE-S925-YEL-BRA-BAN-006-600-FBA","1"
"B08618C612","0","Amazon AU","AU-S925-WHI-BRA-BAN-006-600-FBA","1"
"B08618N9LX","2","Amazon AU","AU-S925-YEL-BRA-BAN-006-600-FBA","0"
"B08618HGR4","4","Amazon AU","AU-S925-ROS-BRA-BAN-006-600-FBA","0"
"B08618HGR4","0","Amazon CA","CA-S925-ROS-BRA-BAN-006-600-FBA","0"
"B08618N9LX","0","Amazon CA","CA-S925-YEL-BRA-BAN-006-600-FBA","0"
"B08618C612","0","Amazon CA","CA-S925-WHI-BRA-BAN-006-600-FBA","0"
"B08618HGR4","9","Amazon CA","US-S925-ROS-BRA-BAN-006-600-FBA","0"
"B08618C612","6","Amazon CA","US-S925-WHI-BRA-BAN-006-600-FBA","0"
"B08618N9LX","5","Amazon CA","US-S925-YEL-BRA-BAN-006-600-FBA","0"
"B08618C612","2","Amazon MX","CA-S925-WHI-BRA-BAN-006-600-FBA","0"
"B08618HGR4","5","Amazon MX","CA-S925-ROS-BRA-BAN-006-600-FBA","0"
"B08618N9LX","5","Amazon MX","CA-S925-YEL-BRA-BAN-006-600-FBA","0"
"B08618C612","0","Amazon MX","US-S925-WHI-BRA-BAN-006-600-FBA","0"
"B08618HGR4","0","Amazon MX","US-S925-ROS-BRA-BAN-006-600-FBA","0"
"B08618N9LX","0","Amazon MX","US-S925-YEL-BRA-BAN-006-600-FBA","0"
"B08618HGR4","0","Amazon AE","AE-S925-ROS-BRA-BAN-006-600-FBA","1"
"B073V3CL2H","0","Amazon US","CA-BIA-ROSE-CHAIN-041-220-180-AMA","0"
"B073V3CL2H","0","Amazon CA","CA-BIA-ROSE-CHAIN-041-220-180-AMA","0"
"B071R9GF2X","0","Amazon AU","AU-S925-BC-5940-EAR-3H-FBA","0"
"B071D2S76L","0","Amazon AU","AU-S925-BC-5940-EAR-6G-FBA","0"
"B00DKCZINY","0","Amazon MX","CA-BIA-S925-CHAIN-007-040-550-AMA","0"
"B00DKCZINY","0","Amazon CA","CA-BIA-S925-CHAIN-007-040-550-AMA","0"
"B00DKCZINY","0","Amazon US","CA-BIA-S925-CHAIN-007-040-550-AMA","0"
"B08618C612","0","Amazon UK","EU-S925-WHI-BRA-BAN-006-600-FBA","0"
"B08618N9LX","5","Amazon UK","EU-S925-YEL-BRA-BAN-006-600-FBA","0"
"B08618HGR4","5","Amazon UK","EU-S925-ROS-BRA-BAN-006-600-FBA","0"
"B0872DCQ9Q","7","Amazon CA","US-S925-MUL-BRA-LAY-001-200-FBA","0"
"B0872DTX5C","13","Amazon CA","US-S925-MUL-BRA-LAY-002-200-FBA","0"
"B0872D8GP7","3","Amazon CA","US-S925-MUL-BRA-LAY-003-200-FBA","0"
"B0872DCQ9Q","0","Amazon MX","US-S925-MUL-BRA-LAY-001-200-FBA","0"
"B0872DTX5C","0","Amazon MX","US-S925-MUL-BRA-LAY-002-200-FBA","0"
"B0872D8GP7","0","Amazon MX","US-S925-MUL-BRA-LAY-003-200-FBA","0"
"B0872DCQ9Q","0","Amazon US","US-S925-MUL-BRA-LAY-001-200-FBA","0"
"B0872DTX5C","0","Amazon US","US-S925-MUL-BRA-LAY-002-200-FBA","0"
"B0872D8GP7","0","Amazon US","US-S925-MUL-BRA-LAY-003-200-FBA","0"
"B0872DTX5C","0","Amazon UK","EU-S925-MUL-BRA-LAY-002-200-FBA","0"
"B0872D8GP7","0","Amazon UK","EU-S925-MUL-BRA-LAY-003-200-FBA","0"
"B0872DCQ9Q","0","Amazon AU","AU-S925-MUL-BRA-LAY-001-200-FBA","1"
"B0872DTX5C","0","Amazon AU","AU-S925-MUL-BRA-LAY-002-200-FBA","0"
"B0872D8GP7","0","Amazon AU","AU-S925-MUL-BRA-LAY-003-200-FBA","0"
"B0872DCQ9Q","5","Amazon MX","CA-S925-MUL-BRA-LAY-001-200-FBA","0"
"B0872DTX5C","5","Amazon MX","CA-S925-MUL-BRA-LAY-002-200-FBA","0"
"B0872D8GP7","8","Amazon MX","CA-S925-MUL-BRA-LAY-003-200-FBA","0"
"B0872DCQ9Q","9","Amazon CA","CA-S925-MUL-BRA-LAY-001-200-FBA","0"
"B0872DTX5C","5","Amazon CA","CA-S925-MUL-BRA-LAY-002-200-FBA","0"
"B0872D8GP7","8","Amazon CA","CA-S925-MUL-BRA-LAY-003-200-FBA","0"
"B0872DCQ9Q","5","Amazon US","CA-S925-MUL-BRA-LAY-001-200-FBA","0"
"B0872DTX5C","5","Amazon US","CA-S925-MUL-BRA-LAY-002-200-FBA","0"
"B0872D8GP7","8","Amazon US","CA-S925-MUL-BRA-LAY-003-200-FBA","0"
"B0872DCQ9Q","0","Amazon UK","EU-S925-MUL-BRA-LAY-001-200-FBA","0"
"B0872DCQ9Q","0","Amazon AE","AE-S925-MUL-BRA-LAY-001-200-FBA","1"
"B0872DTX5C","0","Amazon AE","AE-S925-MUL-BRA-LAY-002-200-FBA","1"
"B0872D8GP7","0","Amazon AE","AE-S925-MUL-BRA-LAY-003-200-FBA","1"
"B073G969SY","0","Amazon CA","CA-BIA-ROSE-CHAIN-024-140-500-AMA","0"
"B073G969SY","0","Amazon US","CA-BIA-ROSE-CHAIN-024-140-500-AMA","0"
"B0714B6NBJ","0","Amazon US","CA-BIA-S925-CHAIN-046-170-220-250-AMA","0"
"B0714B6NBJ","0","Amazon CA","CA-BIA-S925-CHAIN-046-170-220-250-AMA","0"
"B087CZF1D2","0","Amazon AU","AU-S925-MUL-NEC-LAY-002-010-450-FBA","0"
"B087D5B5VF","0","Amazon AU","AU-S925-MUL-NEC-LAY-003-009-450-FBA","1"
